Author,Tag1,Tag2,Tag3
xtenn,Rey/Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
SpacedCat2409,Obi-Wan Kenobi/Satine Kryze,Satine Kryze & Breha OrganaSatine Kryze,Breha Organa
Aliennotperson,nanAnakin Skywalker,Obi-Wan Kenobi,Shmi SkywalkerHurt/Comfort
podracinghero (parallelcurtains),Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalkernewly knighted Anakin Skywalker,reminiscing Obi-Wan
Knitzkampf,Leia Organa & Luke Skywalker & Han SoloLeia Organa,Luke Skywalker,Han Solo
destinys_goal,nannanMentioned Jedi Order (Star Wars),Mentioned Sheev Palpatine ,Darth Sidious
sakuramai,Qui-Gon Jinn & Obi-Wan Kenobi,Darth Tyranus,Character Study
White0_creamy_0Sexy,Baby Yoda,Grogu ,Din Djarin/ Luke skywalker (background)
txtalnyx,Cody/Obi-Wan Kenobi,Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano,Obi-Wan Kenobi & Anakin Skywalker
1creativeusernameplease,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi & Luke SkywalkerObi-Wan KenobiBaby Luke Skywalker,Introspection
ameliasstories,CT-27-5555 ,ARC-5555 ,Rex
Retroyy,nanRC-1309 ,IC-1309 ,Niner Skirata
ClickerFlight,nanWrecker (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch)
ihathbenobiwankenobied,CC-2224 ,Cody,Cody/Obi-Wan Kenobi
MaeMae0502,CT-21-0408 ,CT-1409 ,nanOmega (Star Wars: The Bad Batch)
IllyanaA,CT-7567 ,Obi-Wan Kenobi & Anakin Skywalker,Rex & Ahsoka TanoObi-Wan Kenobi
undying_lilies,CT-21-0408 ,CT-1409 ,Tech/Original Character
sunryder,Obi-Wan Kenobi & Revan,CC-2224 ,Cody/Obi-Wan KenobiObi-Wan Kenobi
SylvanShrew,Syril Karn/Dedra Meero,Syril Karn & Dedra MeeroSyril Karn,Dedra MeeroTrauma
Shelaar (JonathanAnubian),CC-2224 ,Jango Fett/Obi-Wan Kenobi,Obi-Wan Kenobi/Satine Kryze
Gaeasun,ARC-5555 ,CT-27-5555 ,CC-1010 
Kihvod,nanOmega (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch)
bloopdydooooo,Guambdea Guambdea & ReaderGuambdea Guambdea,Reader,Reader's Friendthis is a joke I'm so sorry
kanerallels,CT-7567 ,CT-21-0408 ,CT-1409 
Nightof_ren,Anakin Skywalker & Ahsoka TanoAhsoka Tano,Anakin Skywalker,Ezra Bridger
KLMwrites,Hunter & Omega (Star Wars: The Bad Batch),Hunter & Tech (Star Wars: The Bad Batch),Crosshair & Hunter (Star Wars: The Bad Batch)Hunter (Star Wars: The Bad Batch)
Skywalker_tano_kenobi,Obi-Wan Kenobi & Leia Organa,Obi-Wan Kenobi & Anakin Skywalker,Padmé Amidala & Obi-Wan Kenobi
HP_Fiction_Fan,Leia Organa/Han SoloLeia Organa,Han Solonan
commandershakarian,KimbleFluff,Dorks in Love,Planet Ilum (Star Wars)
DoctorGeekery,Axel Greylark/Gella NattaiAxel Greylark,Gella Nattai,Xiri A'lbaran (mentioned)
Little_Middle_A_dreams_in_color2,Enwandung-Esterhazy,Quinlan Vos,Khaleen Hentz
Younglingslayer_501,CT-7567 ,Rex/Reader,Rex & ReaderCT-7567 
Seer_Celine,nanRiyola Keevan,Raithe Kole,Lenka Mok
Willow_SK,CT-7567 ,CC-5576-39 ,Wolffe
mollivanders,Cassian Andor/Jyn ErsoCassian Andor,Jyn ErsoBackground Relationships,Backstory
minimal_prime,nannan3 Sentence Fiction
dandelioness,CC-2224 ,Cody,Cody/Obi-Wan Kenobi
haylzcyon,Din Djarin/Reader,Din Djarin/YouDin DjarinFluff,Only One Bed
Thestruggleismelon,Padmé Amidala/Anakin SkywalkerPadmé Amidala,Anakin Skywalker,Luke Skywalkernan
theressomethingscrewy,CC-2224 ,Cody/Obi-Wan Kenobi,Cody & Obi-Wan KenobiCC-2224 
GavImp,Qui-Gon Jinn/Obi-Wan KenobiQui-Gon Jinn,Obi-Wan KenobiQuiObi Secret Valentines 2023,Fanart
ForsythiaRising,Dooku & Qui-Gon JinnDooku ,Darth Tyranus,Qui-Gon Jinndisaster lineage ruminations
LightedDark,Cere Junda & Cal Kestis,Greez Dritus & Cal Kestis,Cal Kestis & Merrin
LeiaFavaz,Obi-Wan Kenobi/Anakin Skywalker,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerDrabble
vizslasaber,Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi & Ahsoka TanoObi-Wan Kenobi
Albert98,Roxas/Xion (Kingdom Hearts)Roxas (Kingdom Hearts),Xion (Kingdom Hearts),Axel (Kingdom Hearts)
twoheadedmoon,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerTrans Obi-Wan Kenobi,Sickfic
TwinEnigma,CT-7567 ,Emperor Darth Vader,Suitless Darth Vader
oatyboaty,ARC-5145,Koi/Ann KojikAnn Kojik,KoiKANN RAAHHH
Corona_1,nanCrosshair (Star Wars: The Bad Batch)Drabble,Hurt No Comfort,Wordcount: 100
RayneSummer,CT-7567 ,CT-6116 ,Kix
Readaholics_Anonymous,Qui-Gon Jinn & Darth Maul,Jar Jar Binks/Darth MaulJar Jar Binks,Darth Maul
VeraDragonJedi,Din Djarin/Luke SkywalkerDin Djarin,Luke SkywalkerHurt/Comfort,Fluff
Commanderclonesimp,ARC-5555 ,CT-21-0408 ,CT-1409 
parmecia,Female Jedi Knight ,Hero of Tython/Theron ShanTheron Shan,Hero of TythonNapping
NaldMoney,Padmé Amidala/Anakin Skywalker,Jane Foster/ThorPadmé Amidala,Anakin Skywalker
Safire1999,Din Djarin & Grogu ,Baby YodaCara Dune,Bo-Katan Kryze
arkadoot,Mon Mothma & Tay KolmaMon MothmaIntrospection,Angst,Drabble
rarsneezes,Anakin Skywalker & Ahsoka TanoAhsoka Tano,Anakin SkywalkerAnakin Skywalker & Ahsoka Tano Friendship,POV Ahsoka Tano
Lenuchka,Armitage Hux/Kylo Ren,Armitage Hux/Ben Solo ,Kylo RenArmitage Hux
ConsiderTheLiliesOfTheField,Orrelios,Tristan Wren,Alrich WrenIce Skating
Thisistheend,Din Djarin & Grogu ,Baby YodaDin Djarin,Grogu 
grxcefully,CT-21-0408 ,CT-1409 ,Hunter & Omega (Star Wars: The Bad Batch)
DarkSapiens,nanJad Luk ,Rek Viridux,Vorian Akra Auratus
LaurielAnarwen,nanShaak Ti,Plo Koon,Luminara Unduli
tsepesh,nanOriginal Imperial Characters (Star Wars)Crack,Mentioned Femslash,Occupational Novel
Siore,nanOrson Krennic,Wilhuff Tarkin,Dunstig Pterro
Komissar,WTF ,Din Djarin/Cobb VanthDin Djarin,Cobb Vanth
Renton6echo,nanCT-5597 ,Jesse,CT-27-5555 
D0g_Eggz,Anakin Skywalker ,Darth Vader & Luke Skywalker,Past Padmé Amidala/Anakin Skywalker 
Sunfl0wer78,CC-2224 ,Cody & Anakin Skywalker,Cody/Obi-Wan Kenobi
gay_vampire,Che'ri & Samakro ,Ufsa'mak'ro,Che'ri & Thalias 
moonlighthowl,Hunter & Tech (Star Wars: The Bad Batch)Hunter (Star Wars: The Bad Batch),Tech (Star Wars: The Bad Batch),CT-21-0408 
m_malpractice,Kylo Ren,WTF ,Winter Temporary Fandom Kombat 2023
Blueberry_Mocha,Friendship - Relationship,slow burn - Relationship,OC x Captain RexOC - Character
Wolfram_Rivera,nanTycho Celchu,Ait ConvarionMissing Scene,Alternate Universe - Canon Divergence
bene_gesserit (irulenn),Kylo Ren,Rey/Ben Solo ,Kylo Ren/ReyRey (Star Wars)
Eleonora_Alva,Winter Temporary Fandom Kombat 2023,Alternate Universe,Unresolved Romantic Tension
beany_in_my_feels,Kylo Ren,Rey/Ben Solo ,Loki/Sylvie (Loki TV)Rey (Star Wars)
alwritey_aphrodite,Poe Dameron/Reader,Poe Dameron/You,Poe Dameron & Reader
carryonmywaywardsonofabitch,Jedi Order & Yoda,Jedi Children & Yoda (Star Wars),Obi-Wan Kenobi & YodaYoda (Star Wars)
AManOfMyth,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
willowisp317,,also on that note,Post-Traumatic Stress Disorder - PTSD
OhWormsNice,Obi-Wan Kenobi & Quinlan Vos,Obi-Wan Kenobi/Quinlan VosObi-Wan Kenobi,Quinlan Vos
Tarun,Drabble,Qui-Gon Jinn/Obi-Wan Kenobi,Obi-Wan Kenobi & Leia OrganananMissing Scene
Mirabella_Guseletova,nanShiki (Togainu no Chi),Akira (Togainu no Chi)Humor,Crossover
fabrikor,Qui-Gon Jinn & Obi-Wan KenobiQui-Gon Jinn,Obi-Wan KenobiAngst,3 Sentence Ficathon
CallieCadence,Cassian Andor/Jyn Erso,Cassian Andor,Romance
P47Thunderbolt,nannanNonfiction,Worldbuilding,Mandalorian Culture (Star Wars)
66chaoticMinds,Lana Beniko/Male Jedi Consular ,Barsen'thorOriginal Jedi Character(s) (Star Wars),Lana Beniko
Josephinex09,Padmé Amidala/Anakin Skywalker,Anakin Skywalker & Ahsoka TanoAnakin Skywalker,Ahsoka Tano
BonesofBeowulf,CC-1138 ,CC-2224 ,CC-1138
gem_rcdr,Obi-Wan Kenobi/Anakin SkywalkerAnakin Skywalker,Obi-Wan Kenobi,Qui-Gon Jinn
blueskiddoo,Cassian Andor/Jyn ErsoCassian Andor,Jyn ErsoAlternate Universe - Canon Divergence
perpetual_winter,nanOliviah ZeveronHigh Republic Era (Star Wars)
CasualThursday,nanYoda (Star Wars),Mace Windu,Plo Koon
elmae (Maiamars),Baby Yoda,Din Djarin & Grogu ,Din Djarin/Cobb VanthDin Djarin
Avatar_Snips,CT-7567 ,Obi-Wan Kenobi & Anakin Skywalker,Anakin Skywalker & Ahsoka Tano
tiredmoonlight,Obi-Wan Kenobi & Asajj Ventress,Obi-Wan Kenobi & Hondo OhnakaObi-Wan Kenobi,Asajj Ventress
PyromanicDaydreamer,CC-2224 ,Cody/Obi-Wan Kenobi,212th Attack Battalion & Obi-Wan KenobiObi-Wan Kenobi
SpacingStars,CT-7567 ,Rex & Anakin SkywalkerAnakin Skywalker,RexHurt/Comfort
Maisy5,Obi-Wan Kenobi & Anakin Skywalker ,Darth VaderObi-Wan Kenobi,Anakin Skywalker 
VoidofGrace,Theron Shan/Female Sith Warrior,Vette/Jaesa WillsaamFemale Sith Warrior,Theron Shan
Lilmarman,Fluff,Din Djarin/Boba FettDin Djarin,Boba FettHurt/Comfort
Kelpie_Mist,nanObi-Wan KenobiTime Travel,Angst,Obi-Wan Kenobi Needs a Hug
Yikes_Existence,nannanWorldbuilding,ideas,Concepts
That_Girl_Under_A_Rock,Obi-Wan Kenobi/Original Female Character(s),Anakin Skywalker & Ahsoka Tano,Anakin Skywalker & Original Character(s)
Jess_almeida,Rey/Ben SoloRey (Star Wars),Ben Solo ,Kylo RenAlternate Universe
ThatGayJedi,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan KenobiOther Additional Tags to Be Added,POV Obi-Wan Kenobi,Sad Obi-Wan Kenobi
magicgoldenflower,Clone Force 99 ,CT-1409 ,Bad Batch & Crosshair (Star Wars: Bad Batch)
i_am_the_last_one,Ben Cuyan ,Obi Wan Kenobi & Yoda,Obi Wan Kenobi & The Faceless Woman
coruscantguard (nadiavandyne),CC-1010 ,Fox/Quinlan VosCC-1010 ,Fox
The_Mysterious_Writer18,Leia Organa & Luke SkywalkerPadmé Amidala,Luke Skywalker,Anakin Skywalker
space_farer,CT-1409 ,Crosshair & CT-21-0408 ,Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch)Hunter (Star Wars: The Bad Batch)
Jihyunie48,CC-2224 ,Cody,Cody & Obi-Wan Kenobi
itchapteroneandtwo_stfandom,Finn Wolfhard/Reader,Bill Denbrough/The Losers Club,Millie Bobby Brown/Noah Schnapp
Siri_Kenobi12,Qui-Gon Jinn & Obi-Wan Kenobi,Obi-Wan Kenobi & YodaObi-Wan Kenobi,Qui-Gon Jinn
OuzoAthena11,CC-1010 ,Fox/Quinlan VosQuinlan Vos,Fox
wayfaringjedi (Neurodolphin),Original Droid Character & Original Jedi Character,B1 Battle Droids & Original Jedi CharacterB1 Battle Droids (Star Wars),Original Child Character(s)Order 66 Aftermath (Star Wars)
YourLocalGnome,nanAnakin Skywalker,CT-7567 ,RexAngst
cluven,Hunter (Star Wars: The Bad Batch)/Reader,Hunter (Star Wars: The Bad Batch) & Reader,Hunter (Star Wars: The Bad Batch)/YouHunter (Star Wars: The Bad Batch)
Flolalala,Boba Fett & Jango Fett,Jango Fett & Obi-Wan Kenobi,Jango Fett & Mace WinduJango Fett
L_Xi,nannanDeath,Grief/Mourning,burial ritual
Lunablossum21,nanDream of the Endless ,Morpheus,Sheev Palpatine 
dinkydykeviking,Kylo Ren,Rey/Ben Solo ,Rey & Original Characters
foreverstudent,Obi-Wan Kenobi & Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalker,Ahsoka Tano
ProfessorWhat,First Doctor & Susan Foreman,Death of the Endless & Susan Foreman,Irving Braxiatel & The DoctorSusan Foreman
beforesaturn,Kylo Ren/ReynanComfort
HawkCT7576,Naomi/Archer,Shane/KuviraShane McKnight,Kuvira McKnight
Evil_Little_Dog,Leia Organa & Luke Skywalker & Han SoloLeia Organa,Luke Skywalker,Han SoloCommunity: comment_fic
Anonymous300305,Dooku (Star Wars) & Reader,Dooku (Star Wars)/ReaderDooku ,Darth Tyranus
jeldog,Anakin Skywalker/ReaderAnakin Skywalker,Anakin Skywalker ,Darth Vader
candylemonsticks,CC-2224 ,Cody/Obi-Wan Kenobi,Padmé Amidala/Anakin Skywalker
noodley_noodles,nanAnakin Skywalker ,Darth VaderCostume Parties & Masquerades,Digital Art
sithness,Mon Mothma & Bail Organa,Leida Mothma & Mon Mothma,Bail Organa & Leia OrganaMon Mothma
PinkAuthor,Din Djarin/Luke SkywalkerDin Djarin,Luke Skywalker,Han Solo
Techika,nanTech (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),Wrecker (Star Wars: The Bad Batch)
Oystering,Din Djarin/Luke SkywalkerDin Djarin,Luke Skywalker,Grogu 
mudkipwrites,Orrelios,Alexsandr Kallus,Jacen Syndulla
Notebrooke,Darth Vader,nanAnakin Skywalker,Anakin Skywalker 
potooyoutoo,Jango Fett & Obi-Wan KenobiObi-Wan Kenobi,Jango Fett,Bardan JusikAlternate Universe
martamatta,Din Djarin/Cobb VanthCobb Vanth,Din Djarin,Bo-Katan Kryze
macNcheeseable,Borika ,Cohbo'rik'ardok & Thrawn ,Mitth'raw'nuruodoBorika 
FMPtrumpets,Padmé Amidala/Anakin Skywalker,Padmé Amidala & Ahsoka Tano,Anakin Skywalker & Ahsoka Tano
Lilac and Roses (ThyQueendomCome),Obi-Wan Kenobi & Anakin Skywalker,Qui-Gon Jinn & Anakin Skywalker,Obi-Wan Kenobi/Anakin SkywalkerAnakin Skywalker
pronker,nanLuke Skywalker,Beru WhitesunAnimals,Being Lost
GemmaRose,CC-1010 ,Fox,Fox/Quinlan VosQuinlan VosEpistolary
Indira_Korr,nanTooka Characters (Star Wars),Bantha Characters (Star Wars)Art,Digital Art
MerlynBane,ARC-5555 ,CT-27-5555 ,CT-21-0408 
OverexposedLighting,Leia Organa & Sabine WrenLeia Organa,Sabine Wren,Luke SkywalkerMentioned Ezra Bridger
ChemistryNerd,CC-2224 ,Cody,Cody & Obi-Wan Kenobi
iegoangel,father/son - Relationship,Vader & LukeDarth Vader,luke slaywalker
Diamond_Dove,Gilad Pellaeon/Thrawn ,Mitth'raw'nuruodoThrawn ,Mitth'raw'nuruodo
DoodlebugWritesStuff,nanJedi Padawan Character(s),Obi-Wan Kenobi,Original Clone Trooper Character(s) (Star Wars)Angst and Tragedy
Exposition_Emporium,Kylo Ren,Rey/Ben Solo ,Leia Organa/Han SoloRey (Star Wars)
SirLoozElite,Anakin Skywalker & Ahsoka Tano,Padmé Amidala/Anakin SkywalkerAhsoka Tano,Anakin Skywalker
Loch,Fox,CC-2224 ,CC-1010 
tuatarasa,Del Meeko/Iden VersioIden Versio,Del Meeko,Inferno Squad (Star Wars)Fluff
Redrikki,Obi-Wan Kenobi & Anakin Skywalker,Padmé Amidala/Anakin Skywalker,Anakin Skywalker & Ahsoka TanoObi-Wan Kenobi
clamorouslucas,Kylo Ren,Poe Dameron & Finn & Rey,Poe Dameron/Ben Solo
Naru,nanEve (High Moon),Hannibal LecterAlternate Universe,Cruelty
DarthVader2000,Darth Vader,nanAnakin Skywalker ,Luke Skywalker
sticks_and_souls,CT-7567 ,Rex & Ahsoka Tano,Rex/Ahsoka TanoCT-7567 
catboydogma,CT-6922 ,Dogma,Dogma & Mace Windu
lux_arcana,CC-2224 ,Cody & Obi-Wan KenobiObi-Wan Kenobi,CodyHurt/Comfort
Kulan,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin Skywalkernan
i_zapshroom,CC-2224 ,Cody/Obi-Wan KenobiCC-2224 ,Cody
Polyphonic_Garden,No Romantic Relationship(s)Tech (Star Wars: The Bad Batch),Wrecker (Star Wars: The Bad Batch),Omega (Star Wars: The Bad Batch)
Lili1478,Lana Beniko/Female Sith InquisitorLana Beniko,Female Sith Inquisitor ,Force WalkerCrack
QuantumGroovytime,Din Djarin/Cobb Vanth,Din Djarin & Cobb Vanth,Scott (Star Wars: The Book of Boba Fett) & Cobb VanthDin Djarin
NikkiSA4,Owen Lars/Beru Whitesun,Padmé Amidala & Leia Organa & Luke Skywalker,Padmé Amidala & Obi-Wan KenobiPadmé Amidala
MurielleLibrary,Orrelios,Hera Syndulla,Kanan Jarrusphone gossip
JainaDurron7,nanGavin Darklighter,Sera Faleur,OC ChildrenAdoption
SageGarnish,Obi-Wan Kenobi & Anakin Skywalker,Obi-Wan Kenobi/Anakin SkywalkerObi-Wan Kenobi,Anakin SkywalkerArt
Anya25510,Padmé Amidala/Anakin Skywalker,Obi-Wan Kenobi/Satine KryzePadmé Amidala,Anakin Skywalker
AliceRein,nannanWTF ,Winter Temporary Fandom Kombat 2023,Fanvids
IlargiZuri,nanBryn Thanseli (Original Character),Lance Cad (Original Character),Rey
EtherealPillow,Obi-Wan Kenobi & Luke SkywalkerObi-Wan Kenobi,Luke SkywalkerImperial Luke Skywalker,Imperial Leia Organa
circadiana,Eyre Brraven & CC-8622 ,CaeliferEyre Brraven,CC-8622 
TheManOfManyFandoms,Anakin Skywalker & Ahsoka Tano,Padmé Amidala/Anakin Skywalker,Padmé Amidala & Ahsoka Tano
SithLordBambi,Obi-Wan Kenobi/Reader,Padmé Amidala/Anakin SkywalkerObi-Wan Kenobi,Padmé Amidala
SerenaDarrin,BD-1 & Cal Kestis,Greez Dritus & Cal Kestis,Cal Kestis & The Mantis CrewBD-1 (Star Wars)
Yes_it_Really_is_Feeney,nanLuke Skywalker,Zevulon Veers,Anakin Skywalker 
STARWARSFANGIRL,Orrelios,Kanan Jarrus,Sabine Wren
lumateranlibrarian,Vaughn,CC-1138 ,Rex
ImaniJoain,nanOC Gray JediAncient History
Mushroom_Fairy,CC-2224 ,Cody/Obi-Wan Kenobi,Padmé Amidala/Anakin Skywalker
Marin_Black,Din Djarin/Luke Skywalker,Leia Organa/Han Solo,Obi-Wan Kenobi/Anakin Skywalker
CeruleanTactician,Din Djarin & Grogu ,Baby YodaDin Djarin,Grogu 
elves_and_labrats_ao3,Finn/ReaderFinn (Star Wars),(Mentioned) Rey,ReaderMorally Ambiguous Reader
Gothmoglordofbalrogs,nanClone Troopers (Star Wars),Jedi Order (Star Wars),Sheev Palpatine 
buckyslaychokemedaddy,Rey/Ben Solo ,Kylo RennanNot Beta Read,Ben Solo Needs A Hug
Wolfpack_Padawan,CT-7567 ,Rex/Original Female Character(s),CC-2224 
TheRogue704,Rey & Ben Solo ,Kylo RenRey (Star Wars),Ben Solo 
JKFic,nanHulk (Marvel),Anakin Skywalker ,Darth Vader
rosepetalfall,Rey/Rose TicoRose Tico,Rey (Star Wars),Finn (Star Wars)
TheChairIsAgainstTheWall,nannanMetafiction,Worldbuilding,no regular updates
Pontmercyingtilthecowscomehome,Leia Organa/Han SoloLeia Organa,Han Solo,Bail Organa
starryreys,Orrelios,Chopper (Star Wars),Jacen Syndulla
JavenGlasse,nanOriginal Sith Character(s),Darth Zerea,Cove (OC)
emmalinesolace,CT-7567 ,Rex/ReaderCT-7567 ,Rex
beyondtheoldheadstones,Leia Organa/Han SoloLeia Organa,Han Solo,Background & Cameo CharactersModern Era
Killaway,Finn & Original Female CharacterFinn (Star Wars),Original Female Character(s),Original First Order Characters (Star Wars)Dialogue Heavy
xaviqrs,Rex,CC-2224 ,Cody & CT-7567 
cpnr,Obi-Wan Kenobi & Anakin Skywalker,Qui-Gon Jinn & Obi-Wan KenobiAnakin Skywalker,Obi-Wan Kenobi
Last_Haven,Cassian Andor/Jyn Erso,Rey/Ben Solo ,Kylo RenFinn (Star Wars)
ChristianAllenK,CT-7567 ,Anakin Skywalker & Ahsoka Tano,Anakin Skywalker/Ahsoka Tano
falkenor,CT-7567 ,CC-2224 ,Din Djarin/Reader
LittleDiscoveredStars,Anakin Skywalker & Luke Skywalker,Luke Skywalker & Yoda,Padmé Amidala/Anakin SkywalkerLuke Skywalker
tell_some_storm,nanBen Solo ,Kylo RenRoses,Angel Wings
LizzoWinkyFace,CT-7567 ,Rex/Ahsoka Tano,Rex & Ahsoka TanoAhsoka Tano
antiheroanakinz,Padmé Amidala/Sabé,Padme Amidala/Anakin Skywalker (past)Padmé Amidala,Sabé (Star Wars)
Lady_Iwa,Kit Fisto/CT-7567 ,RexKit Fisto,CT-7567 
Xiao_Shan,nanTech (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),CT-21-0408 
sydnubabu,Omega (Star Wars: The Bad Batch) & ReaderOmega (Star Wars: The Bad Batch),Hunter (Star Wars: The Bad Batch),ReaderTrans Omega (Star Wars: The Bad Batch)
1SilentWolfWarrior,nanAhsoka TanoFanart,Digital Painting,Digital Art
NomiNolinasiNNs,Mitth'raw'nuruodo,Thrawn ,Mitth'raw'nuruodo & Eli VantoThrawn 
CutePanda7002,Original Female Character(s)/Original Male Character(s)Obi-Wan Kenobi,Jedi Padawan Character(s),Qui-Gon Jinn
OliviaKenobi,Obi-Wan Kenobi/Satine Kryze,Anakin Skywalker/Padme Amidala,Asajj Ventress/Quinlan VosObi-Wan Kenobi
Dylan667,Fox,Rex,Clone Troopers & Anakin Skywalker
Sunpops1,)
lemoncellbros,Din Djarin/Luke SkywalkerDin Djarin,Luke Skywalker,Rey (Star Wars)
SkylaDoragono,Luke Skywalker & Darth Vader,Luke Skywalker & Chelli Lona Aphra,Randy the Intern/Rey (Star Wars)Luke Skywalker
Themperor_Rome,Padmé Amidala/Anakin Skywalker,Lux Bonteri/Ahsoka Tano,Obi-Wan Kenobi/Satine Kryze
ZATONEGUYHANS,Kenobi,Obi-Wan Kenobi is a Little Shit,Timeline? Dunno what that is.
Starofwinter,Din Djarin/Boba Fett/Fennec ShandDin Djarin,Boba Fett,Fennec Shand
cloud707,nanBen Tennyson,Gwen Tennyson,Max Tennyson
Natsuru,nannannan
sunsailsandmoonwalks,Padmé Amidala/Anakin SkywalkerPadmé Amidala,Anakin Skywalker,Luke Skywalker
TheShinyLizard,CC-2224 ,Cody/Obi-Wan KenobiObi-Wan Kenobi,Codydomestic life
